"Замыцкий, Дмитрий Андреевич ","Дмитрий Андреевич Замыцкий — воевода Русского царства.
"
Росоман (Македония) ,"Ро́соман (макед. Росоман) — село в центральной части Республики Македония, центр общины Росоман.
"
Светлый (Бодайбинский район) ,"Све́тлый — посёлок в Бодайбинском районе Иркутской области России. Входит в Кропоткинское муниципальное образование.
"
Вишняки (Краснодарский край) ,"Вишняки — посёлок в Динском районе Краснодарского края.
"
Конради (вулкан) ,"Конради — древний активный щитовидный вулкан южнее вулкана Комарова, на полуострове Камчатка. Вулкан образовался в миоцене. Последнее извержение вулкана было в 1910 году, последнее крупное — в 1901 году.
"
"Абдуллаев, Микаил Гусейн оглы ","Микаил Гусейн оглы Абдуллаев (азерб. Mikayıl Hüseyn oğlu Abdullayev; 19 декабря 1921, Баку — 21 августа 2002, Баку) — азербайджанский живописец и график. Заслуженный деятель искусств Азербайджанской ССР (1955). Народный художник СССР (1963). Действительный член Академии художеств СССР (с 1988 года).
"
ГАЗель NEXT ,"ГАЗель NEXT — семейство российских малотоннажных автомобилей, серийный выпуск которых начался на Горьковском автомобильном заводе с 9 апреля 2013 года. Новая модель (заводкой индекс A21RXX) отличается от предыдущей новой кабиной поколения NEXT c эргономичной приборной панелью, подушками безопасности, элетростеклоподъёмниками и целым рядом новшеств, а также удлинённой колёсной базой, коробкой передач собственной разработки с переключением передач «джойстиком», новой подвеской (спереди независимой)[1], новыми тормозами[2] и реечным рулевым механизмом с гидроусилителем руля.[1]"
Парушино ,"Парушино — деревня в Мшинском сельском поселении Лужского района Ленинградской области.
"
Королевские тиранны ,"Королевские тиранны (лат. Tyrannus) — род воробьиных птиц из семейства Тиранновые.
"
Нцкаи-Пан ,"Нцкаи-Пан[1] — национальный парк в Ботсване. Расположен в одноименной бессточной впадине — части более крупной Макгадикгади.
"
"Список стран, территорий и организаций, где русский является официальным языком ","Это список стран, территорий и международных организаций, где русский язык является официальным языком.
"
Задвижка ,"Задви́жка — трубопроводная арматура, в которой запирающий или регулирующий элемент перемещается перпендикулярно оси потока рабочей среды[1]. Задвижки — очень распространённый тип запорной арматуры. Они широко применяются практически на любых технологических и транспортных трубопроводах диаметрами от 15 до 2000 миллиметров в системах жилищно-коммунального хозяйства, газо- и водоснабжения, нефтепроводах, объектах энергетики и многих других при рабочих давлениях до 25 МПа и температурах до 565 °C[2].
"
Ommatiinae ,"Ommatiinae  (лат.) — подсемейство ктырей подотряда короткоусые. Около 300 видов (в основном, в Афротропике и Юго-Восточной Азии). Реликтовая группа  ктырей. Длина тела от 5 до 31 мм. Отличаются перистой аристой усиков. Щупики 2-члениковые, усики 3-члениковые[1].
В мировой фауне 8 родов (с синонимами 11 родовых таксонов)[2], из которых только крупнейший род Ommatius  Wiedemann, 1821 (около 250 видов) распространен во всех зоогеографических регионах. В Палеарктике 6 видов (2 рода), в фауне России обнаружен 1 вид на Дальнем Востоке — Ommatius amurensis[1].
"
Биржевой крах 1929 года ,"Биржевой крах 1929 года — обвальное падение цен акций в США, начавшееся в Чёрный четверг 24 октября 1929 года и принявшее катастрофические масштабы в последовавшие за ним чёрную пятницу (25 октября), Чёрный понедельник (28 октября) и Чёрный вторник (29 октября). Этот биржевой крах, известный также как «крах Уолл-стрит», стал началом Великой депрессии.
"
"Бондаренко, Александр Игоревич ","Александр Игоревич Бондаренко (укр. Олександр Ігорович Бондаренко; 28 июля 1989, Киев, Украинская ССР, СССР) — украинский футболист, нападающий клуба «Колос» (Ковалёвка).
"
Авл Лициний Нерва (претор 166 года до н. э.) ,"Авл Лици́ний Не́рва (лат. Aulus Licinius Nerva; умер после 166 года до н. э.) — римский политический деятель и военачальник из плебейского рода Лициниев, народный трибун 177 года до н. э., претор 166 года до н. э.
"
Онета ,"Онета (итал. Oneta) — коммуна в Италии, располагается в регионе Ломбардия, в провинции Бергамо.
"
Маска (фото) ,"Ма́ска — непрозрачная или полупрозрачная заслонка, применяемая для ограничения или предотвращения доступа света к какой-либо части кадра при съёмке, печати или проекции изображения[1]. Применяется в фотографии и кинематографе в качестве приёма комбинированной съёмки для соединения разных изображений, изменения соотношения сторон кадра или ограничения поля зрения (например для имитации вида через бинокль)[2]. В двух последних случаях чаще употребляется термин каше́ (фр. Сacher «прятать, заслонять») или каше́та[3][1].
"
"Сайберт, Франклин ","Франклин Каммингс Сайберт (анг. Franklin Cummings Sibert; 3 января 1891 года, Боулинг-Грин, Кентукки, США — 24 июня 1980 года, Форт-Уолтон-Бич, Флорида, США) — генерал-майор армии США. Принимал участие в двух мировых войнах. В начале Второй мировой войны Сайберт командовал 6-ой пехотной дивизией, затем X армейским корпусом 6-й армии США под командованием Вальтера Крюгера. Он принимал участие в битве за Лейте.
"
Зырянка (приток Оби) ,"Зыря́нка — малая река в Новосибирске и Новосибирском районе Новосибирской области. Впадает в Новосибирское водохранилище.
"
"Руновский, Андрей Максимович ","Пример использования
"
"Коротков, Илья Евгеньевич ","Илья Евгеньевич Коротков (6 декабря 1983 (1983-12-06)) — российский метатель копья, мастер спорта России международного класса, чемпион России (2012)[2].
"
"Виват, Россия! ","Открытый Международный Турнир по спортивным танцам «Вива́т, Россия!» — с 2007 ежегодный танцевальный турнир, проходящий в Краснодарском крае. С 2007 турнир имеет статус международного и проводится в Адлерском районе города Сочи, с 2009 и по сей день — в Центральном районе Сочи.[1] Конкурс включает две программы: европейскую и латиноамериканскую.
Танцоры первой группы представляют на суд жюри медленный вальс, танго, венский вальс, медленный и быстрый фокстрот. Участники латиноамериканской программы исполняют такие танцы, как латина, самба, ча-ча-ча, румба, пасодобль и джайв.
«Виват, Россия!» — традиционный турнир международной федерации танцевального спорта WDSF. Каждый участник этого турнира получает рейтинговые очки и в зависимости от занятого места поднимается в мировом рейтинге. Статус International — самый высокий среди мировых рейтингов, поэтому на турнире «Виват, Россия!» пары получают максимальное количество очков.
"
Площадь Челюскинцев (Ярославль) ,"Пло́щадь Челю́скинцев (бывшая Плацпарадная площадь + Соборная площадь, площадь Мира) — площадь в Кировском районе города Ярославля в историческом центре города. Фактически площадь Челюскинцев — это две параллельные улицы, которые тянутся от Советской площади до Успенского собора, между которыми находятся бульвар Мира и Демидовский сад.
"
"Мок, Жюль ","Жюль Сальвадор Мок (фр. Jules Salvador Moch; 15 марта 1893 (1893-03-15), Париж — 1 августа 1985, там же) — французский политик и государственный деятель[6].
"
"Курильский, Юрий Исидорович "," Юрий Исидорович Курильский  — советский и украинский волейбольный тренер. Работал тренером женской сборной СССР. Главный тренер «Медина» (Одесса) (1964—1986), «Байера» (Леверкузен, Германия), «PSV» (Берлин, Германия), ТСВ «Рудов» (Берлин, Германия), женской молодёжной сборной Украины.
"
Моймир II ,"Моймир II — славянский князь, сын Святополка, последний правитель Моравской державы в 894—906 годах. Погиб приблизительно в 906 году.
"
"Китс, Джон ","Джон Китс  (англ. John Keats; 31 октября 1795, Лондон — 23 февраля 1821, Рим) — поэт младшего поколения английских романтиков[1]. Величайшие произведения Китса были написаны, когда ему было 23 года (annus mirabilis). В последний год жизни практически отошёл от литературной деятельности. В 25 лет Китса не стало.
"
A-Lex ,"A-Lex (c латыни Без закона) — одиннадцатый студийный альбом бразильской метал-группы Sepultura, выпущен 23 января 2009 года[2] независимым лейблом Steamhammer[2]. В первую неделю после выхода альбома в Бразилии продано 5000 копий[3], в США — 1600.[4]"
Годдард (лунный кратер) ,"Кратер Годдард (лат. Goddard) — крупный древний ударный кратер в Море Краевом на видимой стороне Луны. Название присвоено в честь американского учёного, одного из пионеров современной ракетной техники Роберта Годдарда (1882—1945) и утверждено Международным астрономическим союзом в 1964 г. Образование кратера относится к нектарскому периоду[1].
"
Катаплексия ,"Катаплексия — технический термин, предложенный немецким физиологом Прейером для обозначения своеобразного состояния, в которое впадают некоторые животные под влиянием испуга. При внезапном, неожиданном захватывании животного (опыты производились преимущественно над курицами, утками, разными мелкими птицами, а также над морскими свинками, мышами, лягушками и др.) оно как бы теряет всякую способность к произвольным движениям и, будучи выпущено из рук, остаётся спокойно на месте. При этом оно не реагирует на внешние впечатления, и его можно переворачивать как инертную массу или уложить в самом неудобном положении. Состояние это представляет некоторое сходство с гипнотическим сном и первоначально принималось за действительный гипноз; но Прейер показал, что оно по существу ничего общего с гипнозом, а тем более с обыкновенным сном (как думал профессор Гейбель) не имеет. В первый момент после внезапного захватывания животные обнаруживают все признаки сильного страха — дрожание, неподвижный взгляд, усиленную перистальтику кишок, непроизвольное испражнение. Затем наступает полная неподвижность, длящаяся короткое время, и как только животное приходит в себя, оно пытается убежать. Отдалённое сходство с катаплексией животных представляет состояние оцепенелости, в которое иногда впадают люди от сильного испуга[1].
"
Коровяк чёрный ,"Коровя́к чёрный (лат. Verbáscum nígrum) — многолетнее, реже двулетнее травянистое растение, вид рода Коровяк (Verbascum) семейства Норичниковые (Scrophulariaceae).
"
Болотница игольчатая ,"Болотница игольчатая (лат. Eleocharis acicularis) — вид травянистых растений рода Болотница (Eleocharis) семейства Осоковые (Cyperaceae).
"
Бенгальский гриф ,"Бенгальский гриф[1], или индийский гриф[2] (лат. Gyps bengalensis) — вид хищных птиц из подсемейства грифовых. Обитает почти во всей Южной Азии (Индия, Пакистан, Непал, Бангладеш) и частично Юго-Восточной Азии. Это крупная птица, вес которой достигает 7,5 кг, размах крыльев превышает 2 м.
"
Дискография The Rasmus ,"Официальная дискография финской рок-группы The Rasmus, начиная с момента образования коллектива в 1994 году.
"
Алюминиум Хормозган ,"«Алюминиум Хормозган» (перс. باشگاه فوتبال آلومینیوم هرمزگان‎) — иранский футбольный клуб из Бендер-Аббаса. Выступает в высшей лиге с 2012 года.
"
"Фессио, Джозеф ","Джозеф Фессио (англ. Joseph Fessio; род. 10 января 1941 (1941-01-10)) — американский католический священник, иезуит. Основатель и редактор издательства Ignatius Press.
"
Symmetry454 ,"Симметричный календарь — проект календаря, разработанный[когда?] доктором Айвом Бромбергом из университета Торонто, и предлагаемый им как замена григорианскому календарю.[1] (См. проекты других (универсальных) календарей, также призванных заменить современный.) Этот календарь очень похож на календарь Конта, который был предложен ещё в середине XIX века. От последнего отличается лишь тем, что 52 недели разбиты не на 13, а на 12 месяцев.
"
Американская мечта (фильм) ,"«Американская мечта» (англ. American Dreamz) — американская комедия о попытках телеведущего поднять рейтинг всеми возможными способами.
"
"Милосердов, Валерий Владимирович ","Валерий Владимирович Милосердов (11 августа 1951, Электросталь — 26 января 2015, Москва) — советский баскетболист. Защитник. Заслуженный мастер спорта СССР (1974).
"
Сёр (кантон) ,"Сёр (фр. Seurre) — кантон во Франции, находится в регионе Бургундия. Департамент кантона — Кот-д’Ор. Входит в состав округа Бон. Население кантона на 2006 год составляло 9211 человек.
"
"Зубов, Фёдор Евтихиевич ","Фёдор Евтихиевич Зубов (также — Фёдор Евтихиев сын Зубов Устюженец; Фёдор Евтихиев; Фёдор Усолец; упоминается с 1647 — ум. 3 ноября 1689) — русский иконописец XVII века.
"
Landsverk L-5 ,"Ландсверк Л-5 (швед. Landsverk L-5) или Стридсвагн Л-5 (швед. Stridsvagn L-5 (Landsverk 5), stridsvagn — танк) — шведский лёгкий колёсно-гусеничный танк. Разработан компанией «Ландсверк» (швед. «Landsverk») в 1929 году при немецком финансировании и с участием немецких специалистов. L-5 стал первым танком, произведённым компанией «Ландсверк».[1]"
"Морозов, Артём Николаевич ","Артём Никола́евич Моро́зов (29 февраля 1980, Херсон) — украинский гребец, выступает за сборную Украины по академической гребле с 2006 года. Чемпион Европы и мира, многократный победитель и призёр этапов Кубка мира, регат национального значения, участник летних Олимпийских игр в Лондоне и Рио-де-Жанейро. Заслуженный Мастер Спорта.
"
Больбитиевые ,"Больбитиевые (лат. Bolbitiaceae) — семейство грибов, входящее в порядок Агариковые (Agaricales) класса Agaricomycetes.
"
Мефодий (Иванов) ,"Иванов Николай Михайлович (23 февраля 1899, Симбирск — 9 сентября 1937, Бутовский полигон)  — иеромонах, святой Русской православной церкви, причислен к лику святых как священномученик для общецерковного почитания в 2000 году[1].
"
Седьмой этап Кубка мира по конькобежному спорту 2012/2013 ,"Седьмой этап Кубка мира по конькобежному спорту в сезоне 2012/2013 прошел с 9 по 10 февраля 2013 года в Инцелле, Германия. Забеги прошли на средних и длинных дистанциях, а также в масс-старте.
"
NGC 4615 ,"NGC 4615 (другие обозначения — UGC 7852, IRAS12391+2620, MCG 4-30-13, KUG 1239+263B, ZWG 129.18, Arp 34, KCPG 348B, PGC 42584) — галактика в созвездии Волосы Вероники.
"
"Войцицкий, Владимир Михайлович ","Владимир Михайлович Войцицкий (род. 31 января 1950 года в Каменце-Подольском) — советский и украинский биолог, профессор Киевского национального университета, доктор биологических наук, академик АН ВШ Украины. Лауреат Государственной премии Украины в области науки и техники (1998).
"
Аларды ,"Аларды (осет. Аларды, от груз. ალავერდობა «Алавердоба»[1]) — персонаж осетинской народной религии, дзуар, насылающий оспу и корь на детей.
"
Стародубские князья ,"Староду́бские — правители средневекового Стародубского княжества, ветвь Владимиро-Суздальских князей. Род занесён в Бархатную книгу[1].
"
Малый погоныш ,"Ма́лый пого́ныш[1], или малая курочка[1] (лат. Porzana parva) — птица семейства Пастушковые.
"
"Свирилин, Александр Николаевич ","Алекса́ндр Никола́евич Свири́лин (род. 28 мая 1976, Узловая, Тульская область) — российский литературовед, литературный критик и журналист.
"
Криминальная антропология ,"Криминальная (уголовная) антропология (от лат. crimen – преступление, греч. anthropos – человек и logos – слово, понятие, учение) — раздел антропологии, изучающий анатомические, физиологические и психологические особенности преступников склонных к рецидиву (homo delinquens)[1]. 
"
Плавание на летних Олимпийских играх 1896 ,"Соревнования по плаванию на I летних Олимпийских играх прошли 11 апреля. Участвовали спортсмены из шести стран, которые соревновались в четырёх дисциплинах. Все заплывы проходили в открытом море неподалёку от Афин.
"
Флаг Восточного Тимора ,"Флаг Восточного Тимора (Тимор-Лешти) официально утверждён в 2002 году, однако неофициально существует с 1975 года, когда независимость Восточного Тимора ещё не была признана.
"
Гафлай ,"Гафлай (нем. Gaflei) — деревня в Лихтенштейне, расположенная в муниципалитете Тризенберг.
"
"Хункоса, Хосе ","Хосе Хункоса (исп. José Juncosa; 2 февраля 1922, Боржас-Бланкас — 31 октября 2003, Реус) — испанский футболист, играл на позиции нападающего. По завершении игровой карьеры — тренер.
"
Coldstone Game Engine ,"Coldstone Game Engine (от англ. “cold” — рус. «холод» и англ. “stone” — рус. «камень»; читается «колдстоун») — игровой движок, разработанный компаниями Beenox Studios и Ambrosia Software для платформы Macintosh[1]. Хотя само программное обеспечение запускается исключительно под Macintosh[2][3], компилятор поддерживает создание игр как под Mac OS 9 и Mac OS X, так и под платформу Microsoft Windows[1]. Игровой движок создан прежде всего для работы с играми в жанре RPG или квеста[4]. В продаже также была специальная версия «Coldstone», выпущенная на компакт-дисках под лицензией «royalty-free». В таком случае, каждый купленный на диске движок разрешалось использовать только в одной игре, но игра может быть выпущена на коммерческих основаниях без отчислений авторам движка[1]. 
"
Финское новое совместное училище (Выборг) ,"Финское новое совместное училище (Выборгская новая школа совместного обучения, фин. Viipurin uusi yhteiskoulu) — начальное, затем среднее общеобразовательное заведение, основанное в 1905 году в Выборге и перемещённое в Хельсинки в результате советско-финских войн (1939—1944), где действовало до 1986 года. Здание бывшего училища на Школьной площади Выборга включено в перечень памятников архитектуры.
"
Ароания ,"Ароа́ния (греч. Αροάνια) или Хелмо́с (Χελμός) — горный хребет в Греции, на севере Пелопоннеса. С высотой 2355 метров горы Ароания являются третьими по высоте горами на Пелопоннесе, после Тайгета и Килини. Крупнейший населённый пункт, расположенный в горах, — малый город Калаврита. Горы расположены в общине (диме) Калаврите.
"
Кладбище советских солдат (Августов) ,"Кладбище советских солдат (польск. Cmentarz Żołnierzy Radzieckich) — кладбище, находящееся в городе Августов, Польша. На кладбище похоронены советские военнослужащие, погибшие во время боёв в Августове и его окрестностях во время Второй мировой войны. Кладбище внесено в реестр охраняемых исторических памятников Подляского воеводства (№ 778).
"
Гидроспелеология ,"Гидроспелеология (пещерный дайвинг, кейв-дайвинг; англ. cave —
пещера)  — вид технических погружений, совершаемый в пещерах, где существует так называемая надголовная среда.
"
"Рей, Джон (натуралист) ","Джон Рей[4] (англ. John Ray, до 1670 писал своё имя как англ. John Wray; 29 ноября 1627, Эссекс — 17 января 1705, там же) — английский натуралист. Член Лондонского королевского общества.
"
"Паффетт, Гэри ","Гэри Паффетт (родился 24 марта 1981 года в Бромли) — британский автогонщик, и тест-пилот команды Формулы-1 McLaren. Паффетт прогрессировал начиная с картинга и младших формул в Великобритании, став обладателем награды McLaren Autosport BRDC Award в 1999. В данный момент он проживает в Хэйверхилле, Англия. Женат, отец двух сыновей.
"
Мостовской сельсовет ,"Мостовско́й сельсове́т — муниципальное образование со статусом сельского поселения в Варгашинском районе Курганской области Российской Федерации.
"
Красноармейское (Калининский район) ,"Красноармейское (нем. Neu-Frank) — село в Калининском районе Саратовской области России, в составе Свердловского муниципального образования. Основано во второй половине XIX века как немецкая колония Ней-Франк
"
Яковлевское сельское поселение (Белгородская область) ,"Я́ковлевское се́льское поселе́ние — муниципальное образование в Новооскольском районе Белгородской области.
"
"Хинкс, Томас ","Томас Хинкс (англ. Thomas Hincks; 1818—1899) — английский зоолог. Член Королевского общества с июня 1872 года.
"
Outfit7 ,"Outfit7 Limited (произносится А́утфит-сэвн Лими́тед) — британская транснациональная компания, разработчик и правообладатель игровой медиафраншизы «Talking Tom and Friends», владелец международного бренда «Talking Tom». Основана в 2009 году. Штаб-квартира расположена в Лондоне, Великобритания[1]. В январе 2017 года Outfit7 Ltd. была продана консорциуму инвесторов из Азии в лице United Luck Group Holdings Limited[2][3] и с января 2017 года принадлежит китайскому производителю химической продукции Zhejiang Jinke Entertainment Culture, а с мая 2018 французскому разработчику и издателю игр Ubisoft[4].
"
Винклер (лунный кратер) ,"Кратер Винклер (лат. Winkler) — небольшой ударный кратер в северном полушарии обратной стороны Луны. Название присвоено в честь немецкого инженера-ракетостроителя Иоганнеса Винклера (1897—1947) и утверждено Международным астрономическим союзом в 1970 г. 
"
Первая лига Украины по футболу 2014/2015 ,"Первая лига Украины по футболу 2014/2015 — 24-й сезон Чемпионата Украины по футболу среди представителей Первой лиги. Первый тур чемпионата прошёл 27 июля 2014 года[1].
"
Ринит ,"Рини́т, на́сморк (от др.-греч. ῥίς, род.п. ῥινός «нос») — синдром воспаления слизистой оболочки носа. Инфекционный ринит вызывается различными микробами и вирусами; развитию ринита способствует переохлаждение, сильная запылённость и загазованность воздуха. Ринит часто является одним из проявлений других заболеваний (например гриппа, дифтерии, кори). Катаральный ринит (сопровождающийся ринореей, носовым слизетечением) в быту называется насморком[1].
"
Михнёвское сельское поселение (Воронежская область) ,"Михнёвское сельское поселение — муниципальное образование в Нижнедевицком районе Воронежской области.
"
"Кавер, Джек ","Джек Кавер (англ. John ""Jack"" Higson Cover; 6 апреля 1920 (1920-04-06); Нью-Йорк — 7 февраля 2009; Мишн-Вьехо, Калифорния[4]) — американский физик и инженер, изобретатель электрошокового пистолета Taser, который получил широкое распространение в полицейских подразделениях многих стран мира.
"
Червлёный Яр ,"Червлёный Яр — историческая область, определяемая в историографии как междуречье Дона и Хопра, а в более узком смысле — часть Новохопёрского района вдоль реки Хопёр, от впадения в него реки Вороны до впадения реки Савалы. Данный топоним известен с XI века.
"
"Аллонже, Огюст ","Огюст Аллонже́ (фр. Auguste Allongé; 19 марта 1833, Париж — 4 июля 1898, Буррон-Марлотт, Франция) — французский живописец, график, гравёр и иллюстратор XIX века.
"
Мэр Ярославля ,"Глава города Ярославль — высшее должностное лицо Ярославля. Является главой исполнительной власти города. 
"
"Крамп-Карренбауэр, Аннегрет ","Аннегре́т Крамп-Ка́рренбауэр (нем. Annegret Kramp-Karrenbauer, сокр. AKK; урожд. Крамп; род. 9 сентября 1962, Фёльклинген) — немецкий политик, председатель Христианско-демократического союза. С августа 2011 по февраль 2018 года Крамп-Карренбауэр занимала должность премьер-министра земли Саар, с июня 2011 года являлась председателем земельного отделения Христианско-демократического союза в Сааре.
С ноября 2010 года входила в состав президиума ХДС. С 26 февраля по 7 декабря 2018 года занимала должность генерального секретаря ХДС. 7 декабря 2018 года Аннегрет Крамп-Карренбауэр была избрана председателем ХДС.
С 17 июля 2019 года — министр обороны Германии.
"
"Тайхерт, Макс-Мартин ","Макс-Мартин Тайхерт (нем. Max-Martin Teichert; 31 января 1915 (1915-01-31), Киль — 12 мая 1943, Северная Атлантика) — немецкий офицер-подводник, капитан-лейтенант (1 декабря 1941 года).
"
Красное Поле (Ставропольский край) ,"Кра́сное По́ле — посёлок[2] в составе Минераловодского городского округа Ставропольского края России.
"
Малая Пустынь ,"Малая Пустынь — деревня в Тавдинском городском округе Свердловской области России.
"
Доходный дом Хомякова ,"Доходный дом А. С. Хомякова — историческое здание в Москве на пересечении улиц Кузнецкий Мост и Петровка. Построен в 1900 году архитектором И. А. Ивановым-Шицем. Здание является редким сохранившимся памятником, выполненным в Москве в стилистике венского модерна.
"
Ладога (газета) ,"«Ла́дога» — общественно-политическая газета Кировского района Ленинградской области.
"
Молочай прибрежный ,"Молоча́й прибре́жный (лат. Euphorbia paralias) — травянистое многолетнее растение рода Молочай (Euphorbia) семейства Молочайные (Euphorbiaceae).
"
Теперишево ,"Теперишево (башк. Тәпәреш) — село в Чишминском районе Башкортостана, относится к Чувалкиповскому сельсовету. 
"
Ferrari F138 ,"Ferrari F138 — гоночный автомобиль с открытыми колёсами, разработанный конструкторами команды Scuderia Ferrari для участия в Чемпионате мира сезона 2013 года. Индекс в названии модели означает сочетание цифр года выпуска (2013) и числа цилиндров мотора[1].
"
Клён итальянский ,"Клён итальянский (лат. Acer opalus) — вид деревьев рода Клён.
"
Rhizopus stolonifer ,"Rhízopus stolónifer — вид зигомицетовых грибов, относящийся к роду Ризопус (Rhizopus).
"
Синдром фокомелии ,"Синдром фокамелии — редкое генетическое заболевание, которое проявляется в отсутствие верхних конечностей или их отделов.
"
Скакало ,"Скакало — водопад, расположенный в урочище Нижнее Грабовище в 3,5 км от села Чинадиево, Мукачевского района Закарпатской области. Является памятником природы местного значения. Образован горными потоками г. Синявки (правый приток Иршавки бассейна Тисы).
"
Тангаур (Кугарчинский район) ,"Тангаур (башк. Дүңгәүер) — деревня в Кугарчинском районе Башкортостана, входит в состав Исимовского сельсовета. 
"
Северное (Черноморский район) ,"Се́верное (до 1948 года Чеголта́й Неме́цкий; укр. Сєверне, крымско-тат. Nemse Çağaltay, Немсе Чагъалтай) — село в Черноморском районе Республики Крым, в составе Далёковского сельского поселения (согласно административно-территориальному делению Украины — Далёковского сельского совета Автономной Республики Крым).
"
"Рошак, Цецилия ","Цецилия Ро́шак (польск. Cecylia Roszak OP[2], урожд. Мария; 25 марта 1908 года — 16 ноября 2018 года) — польская монахиня, доминиканка, праведник народов мира. На момент смерти являлась одной из старейших монахинь в мире.
"
"Соэга, Йёрген ","Йёрген Соэга (дат. Jørgen Zoëga; 20 декабря 1755 года — 10 февраля 1809 года) — датский археолог и нумизмат, исследователь коптской письменности; египтолог.
"
Турнир Республики ,"Турнир Республики или Кубок Республики — официальный клубный турнир по футболу, проводившийся в Парагвае на регулярной основе с 1990 по 1995 год. Его предшественниками под разными названиями были другие кубковые турниры, четырежды проводившиеся с 1975 по 1987 год (два из них не имели официального статуса).
"
